,root,graph_order,graph_size,unique_edges,avg degree,strongly_connected,weakly_connected,radius,diameter,center,density
0,سمو,162,731,198,4.512345679012346,126,1,1,2,['سمو'],0.028026991795107738
1,اله,529,5417,803,10.240075614366729,255,1,1,2,['اله'],0.01939408260296729
2,رحم,163,529,197,3.245398773006135,129,1,1,2,['رحم'],0.02003332575929713
3,حمد,38,105,39,2.763157894736842,36,1,1,2,['حمد'],0.07467994310099574
4,ربب,384,1850,498,4.817708333333333,270,1,1,2,['ربب'],0.012578872932985204
5,علم,272,1303,361,4.790441176470588,183,1,1,2,['علم'],0.01767690471022357
6,ملك,135,397,165,2.9407407407407407,105,1,1,2,['ملك'],0.021945826423438362
7,يوم,224,709,267,3.1651785714285716,180,1,1,2,['يوم'],0.014193625880845611
8,دين,80,175,93,2.1875,67,1,1,2,['دين'],0.027689873417721517
9,عبد,143,454,178,3.174825174825175,108,1,1,2,['عبد'],0.02235792376637447
10,عون,17,20,18,1.1764705882352942,15,1,1,2,['عون'],0.07352941176470588
11,هدي,140,536,182,3.8285714285714287,98,1,1,2,['هدي'],0.027543679342240494
12,صرط,27,84,28,3.111111111111111,25,1,1,2,['صرط'],0.11965811965811966
13,قوم,275,1206,362,4.385454545454546,188,1,1,2,['قوم'],0.016005308560053087
14,نعم,117,243,134,2.076923076923077,100,1,1,2,['نعم'],0.01790450928381963
15,غير,124,305,147,2.4596774193548385,100,1,1,2,['غير'],0.01999737739312877
16,غضب,26,47,29,1.8076923076923077,23,1,1,2,['غضب'],0.07230769230769231
17,ضلل,99,338,127,3.414141414141414,71,1,1,2,['ضلل'],0.03483817769532055
18,كتب,181,591,227,3.265193370165746,135,1,1,2,['كتب'],0.018139963167587477
19,ريب,45,65,48,1.4444444444444444,41,1,1,2,['ريب'],0.03282828282828283
20,وقي,143,400,167,2.797202797202797,119,1,1,2,['وقي'],0.019698611247907023
21,امن,328,1372,445,4.182926829268292,211,1,1,2,['امن'],0.012791825165958082
22,غيب,43,110,49,2.558139534883721,36,1,1,2,['غيب'],0.06090808416389812
23,صلو,66,176,76,2.6666666666666665,56,1,1,2,['صلو'],0.041025641025641026
24,رزق,92,231,110,2.510869565217391,74,1,1,2,['رزق'],0.027591973244147156
25,نفق,94,192,111,2.0425531914893615,77,1,1,2,['نفق'],0.02196293754289636
26,نزل,134,494,172,3.6865671641791047,96,1,1,2,['نزل'],0.02771855010660981
27,قبل,194,570,241,2.9381443298969074,146,1,1,2,['قبل'],0.015223545750761177
28,اخر,168,449,201,2.6726190476190474,134,1,1,2,['اخر'],0.016003706871970346
29,يقن,19,31,19,1.631578947368421,18,1,1,2,['يقن'],0.09064327485380116
30,فلح,32,54,33,1.6875,30,1,1,2,['فلح'],0.05443548387096774
31,كفر,267,865,352,3.2397003745318353,182,1,1,2,['كفر'],0.012179324716285096
32,سوي,85,137,94,1.611764705882353,75,1,1,2,['سوي'],0.019187675070028012
33,نذر,76,202,90,2.6578947368421053,62,1,1,2,['نذر'],0.03543859649122807
34,ختم,11,13,11,1.1818181818181819,10,1,1,2,['ختم'],0.11818181818181818
35,قلب,151,314,180,2.0794701986754967,122,1,1,2,['قلب'],0.013863134657836645
36,سمع,113,324,143,2.8672566371681416,83,1,1,2,['سمع'],0.025600505689001265
37,بصر,81,213,98,2.6296296296296298,64,1,1,2,['بصر'],0.03287037037037037
38,غشو,32,46,37,1.4375,27,1,1,2,['غشو'],0.046370967741935484
39,عذب,175,696,216,3.9771428571428573,134,1,1,2,['عذب'],0.022857142857142857
40,عظم,61,151,62,2.4754098360655736,59,1,1,2,['عظم'],0.0412568306010929
41,نوس,172,454,213,2.63953488372093,131,1,1,2,['نوس'],0.015435876512987896
42,قول,503,2581,691,5.131212723658051,315,1,1,2,['قول'],0.010221539290155481
43,خدع,8,9,8,1.125,7,1,1,2,['خدع'],0.16071428571428573
44,نفس,210,580,263,2.761904761904762,157,1,1,2,['نفس'],0.013214855320118478
45,شعر,35,54,35,1.542857142857143,34,1,1,2,['شعر'],0.0453781512605042
46,مرض,24,47,24,1.9583333333333333,23,1,1,2,['مرض'],0.08514492753623189
47,زيد,68,115,73,1.6911764705882353,62,1,1,2,['زيد'],0.0252414398595259
48,الم,14,86,15,6.142857142857143,13,1,1,2,['الم'],0.4725274725274725
49,كون,498,2598,680,5.216867469879518,316,1,1,2,['كون'],0.010496715231145912
50,كذب,110,376,137,3.418181818181818,83,1,1,2,['كذب'],0.03135946622185154
51,فسد,36,76,40,2.111111111111111,31,1,1,2,['فسد'],0.06031746031746032
52,ارض,250,909,309,3.636,190,1,1,2,['ارض'],0.014602409638554217
53,صلح,99,327,124,3.303030303030303,74,1,1,2,['صلح'],0.03370439084724799
54,سفه,20,21,20,1.05,20,1,1,2,['سفه'],0.05526315789473684
55,لقي,118,246,139,2.0847457627118646,97,1,1,2,['لقي'],0.017818339852238158
56,خلو,24,53,23,2.2083333333333335,24,1,1,2,['خلو'],0.09601449275362318
57,شطن,80,166,98,2.075,62,1,1,2,['شطن'],0.026265822784810128
58,هزا,17,46,19,2.7058823529411766,14,1,1,2,['هزا'],0.16911764705882354
59,مدد,38,53,42,1.394736842105263,33,1,1,2,['مدد'],0.03769559032716927
60,طغي,41,58,43,1.4146341463414633,38,1,1,2,['طغي'],0.03536585365853658
61,عمه,4,7,3,1.75,4,1,1,2,['عمه'],0.5833333333333334
62,شري,21,41,21,1.9523809523809523,20,1,1,2,['شري'],0.09761904761904762
63,ربح,3,2,2,0.6666666666666666,3,1,1,2,['ربح'],0.3333333333333333
64,تجر,15,18,16,1.2,13,1,1,2,['تجر'],0.08571428571428572
65,مثل,139,309,173,2.223021582733813,105,1,1,2,['مثل'],0.016108852048795745
66,وقد,12,19,12,1.5833333333333333,11,1,1,2,['وقد'],0.14393939393939395
67,نور,145,349,168,2.406896551724138,122,1,1,2,['نور'],0.01671455938697318
68,ضوا,13,12,12,0.9230769230769231,13,1,1,2,['ضوا'],0.07692307692307693
69,حول,37,44,38,1.1891891891891893,35,1,1,2,['حول'],0.03303303303303303
70,ذهب,70,99,73,1.4142857142857144,66,1,1,2,['ذهب'],0.020496894409937887
71,ترك,54,74,56,1.3703703703703705,51,1,1,2,['ترك'],0.02585604472396925
72,ظلم,168,493,209,2.9345238095238093,127,1,1,2,['ظلم'],0.01757199885942401
73,صمم,15,29,16,1.9333333333333333,13,1,1,2,['صمم'],0.1380952380952381
74,بكم,7,12,8,1.7142857142857142,5,1,1,2,['بكم'],0.2857142857142857
75,عمي,33,60,38,1.8181818181818181,27,1,1,2,['عمي'],0.056818181818181816
76,رجع,77,148,86,1.922077922077922,68,1,1,2,['رجع'],0.025290498974709502
77,صوب,68,126,79,1.8529411764705883,57,1,1,2,['صوب'],0.0276558384547849
78,رعد,5,4,4,0.8,5,1,1,2,['رعد'],0.2
79,برق,10,11,9,1.1,10,1,1,2,['برق'],0.12222222222222222
80,جعل,233,587,299,2.51931330472103,166,1,1,2,['جعل'],0.010859109072073405
81,صبع,3,4,2,1.3333333333333333,3,1,1,2,['صبع'],0.6666666666666666
82,اذن,101,189,110,1.8712871287128714,92,1,1,2,['اذن'],0.018712871287128712
83,صعق,17,21,17,1.2352941176470589,16,1,1,2,['صعق'],0.07720588235294118
84,حذر,30,36,29,1.2,30,1,1,2,['حذر'],0.041379310344827586
85,موت,103,309,126,3.0,80,1,1,2,['موت'],0.029411764705882353
86,حوط,30,45,33,1.5,27,1,1,2,['حوط'],0.05172413793103448
87,كود,38,40,37,1.0526315789473684,38,1,1,2,['كود'],0.02844950213371266
88,خطف,11,12,11,1.0909090909090908,11,1,1,2,['خطف'],0.10909090909090909
89,كلل,223,713,272,3.197309417040359,173,1,1,2,['كلل'],0.014402294671352968
90,مشي,33,43,35,1.303030303030303,30,1,1,2,['مشي'],0.04071969696969697
91,شيا,249,994,319,3.9919678714859437,179,1,1,2,['شيا'],0.016096644643088482
92,قدر,84,188,96,2.238095238095238,72,1,1,2,['قدر'],0.026965002868617326
93,خلق,136,429,175,3.1544117647058822,97,1,1,2,['خلق'],0.023366013071895425
94,فرش,11,11,10,1.0,11,1,1,2,['فرش'],0.1
95,بني,131,319,164,2.435114503816794,98,1,1,2,['بني'],0.018731650029359954
96,موه,69,125,75,1.8115942028985508,62,1,1,2,['موه'],0.026641091219096334
97,خرج,154,327,190,2.1233766233766236,118,1,1,2,['خرج'],0.013878278584160937
98,ثمر,29,45,32,1.5517241379310345,26,1,1,2,['ثمر'],0.05541871921182266
99,ندد,8,12,7,1.5,8,1,1,2,['ندد'],0.21428571428571427
100,اتي,264,979,351,3.7083333333333335,177,1,1,2,['اتي'],0.014100126742712294
101,سور,19,34,19,1.7894736842105263,18,1,1,2,['سور'],0.09941520467836257
102,دعو,144,370,179,2.5694444444444446,109,1,1,2,['دعو'],0.017968142968142968
103,شهد,101,269,130,2.6633663366336635,72,1,1,2,['شهد'],0.026633663366336633
104,دون,73,283,80,3.8767123287671232,65,1,1,2,['دون'],0.053843226788432265
105,صدق,101,235,119,2.3267326732673266,83,1,1,2,['صدق'],0.023267326732673267
106,فعل,83,171,95,2.0602409638554215,71,1,1,2,['فعل'],0.0251248898031149
107,حجر,28,37,29,1.3214285714285714,27,1,1,2,['حجر'],0.04894179894179894
108,عدد,55,95,63,1.7272727272727273,47,1,1,2,['عدد'],0.03198653198653199
109,بشر,92,218,111,2.369565217391304,73,1,1,2,['بشر'],0.026039178213091256
110,عمل,120,582,144,4.85,96,1,1,2,['عمل'],0.040756302521008404
111,جنن,130,362,154,2.7846153846153845,106,1,1,2,['جنن'],0.021586165772212285
112,جري,30,120,33,4.0,26,1,1,2,['جري'],0.13793103448275862
113,تحت,22,102,21,4.636363636363637,22,1,1,2,['تحت'],0.22077922077922077
114,نهر,79,215,88,2.721518987341772,69,1,1,2,['نهر'],0.034891269068484256
115,شبه,19,24,20,1.263157894736842,17,1,1,2,['شبه'],0.07017543859649122
116,زوج,84,153,94,1.8214285714285714,73,1,1,2,['زوج'],0.021944922547332185
117,طهر,34,49,38,1.4411764705882353,30,1,1,2,['طهر'],0.04367201426024955
118,خلد,53,133,58,2.509433962264151,47,1,1,2,['خلد'],0.04825834542815675
119,حيي,94,335,113,3.5638297872340425,75,1,1,2,['حيي'],0.038320750400366047
120,ضرب,52,97,57,1.8653846153846154,46,1,1,2,['ضرب'],0.03657616892911011
121,بعض,115,270,141,2.347826086956522,89,1,1,2,['بعض'],0.020594965675057208
122,فوق,56,84,61,1.5,50,1,1,2,['فوق'],0.02727272727272727
123,حقق,155,546,193,3.52258064516129,117,1,1,2,['حقق'],0.02287390029325513
124,رود,124,256,152,2.064516129032258,95,1,1,2,['رود'],0.016784683975872017
125,كثر,132,316,154,2.393939393939394,109,1,1,2,['كثر'],0.018274346518621327
126,فسق,37,67,38,1.8108108108108107,35,1,1,2,['فسق'],0.0503003003003003
127,نقض,8,13,8,1.625,7,1,1,2,['نقض'],0.23214285714285715
128,عهد,36,82,43,2.2777777777777777,29,1,1,2,['عهد'],0.06507936507936508
129,بعد,174,443,208,2.545977011494253,140,1,1,2,['بعد'],0.014716630124244236
130,وثق,27,64,30,2.3703703703703702,24,1,1,2,['وثق'],0.09116809116809117
131,قطع,40,62,43,1.55,36,1,1,2,['قطع'],0.03974358974358974
132,امر,171,452,210,2.6432748538011697,132,1,1,2,['امر'],0.015548675610595116
133,وصل,16,21,17,1.3125,14,1,1,2,['وصل'],0.0875
134,خسر,40,82,44,2.05,36,1,1,2,['خسر'],0.052564102564102565
135,كيف,56,147,59,2.625,52,1,1,2,['كيف'],0.04772727272727273
136,جمع,105,212,121,2.019047619047619,89,1,1,2,['جمع'],0.019413919413919414
137,سبع,37,55,39,1.4864864864864864,34,1,1,2,['سبع'],0.04129129129129129
138,خلف,95,227,115,2.389473684210526,75,1,1,2,['خلف'],0.02541993281075028
139,سفك,4,4,3,1.0,4,1,1,2,['سفك'],0.3333333333333333
140,دمو,14,20,14,1.4285714285714286,13,1,1,2,['دمو'],0.10989010989010989
141,سبح,69,158,78,2.289855072463768,60,1,1,2,['سبح'],0.033674339300937765
142,قدس,15,20,14,1.3333333333333333,15,1,1,2,['قدس'],0.09523809523809523
143,عرض,73,118,83,1.6164383561643836,63,1,1,2,['عرض'],0.022450532724505326
144,نبا,110,288,135,2.618181818181818,84,1,1,2,['نبا'],0.02402001668056714
145,حكم,81,317,104,3.9135802469135803,58,1,1,2,['حكم'],0.04891975308641975
146,بدو,40,55,43,1.375,36,1,1,2,['بدو'],0.035256410256410256
147,كتم,23,33,23,1.434782608695652,22,1,1,2,['كتم'],0.06521739130434782
148,سجد,61,156,74,2.557377049180328,48,1,1,2,['سجد'],0.04262295081967213
149,ابي,21,23,20,1.0952380952380953,21,1,1,2,['ابي'],0.05476190476190476
150,كبر,122,260,153,2.1311475409836067,91,1,1,2,['كبر'],0.01761278959490584
151,سكن,71,125,82,1.7605633802816902,60,1,1,2,['سكن'],0.025150905432595575
152,اكل,100,182,111,1.82,89,1,1,2,['اكل'],0.018383838383838384
153,رغد,7,6,6,0.8571428571428571,7,1,1,2,['رغد'],0.14285714285714285
154,حيث,32,60,36,1.875,27,1,1,2,['حيث'],0.06048387096774194
155,قرب,90,162,106,1.8,74,1,1,2,['قرب'],0.020224719101123594
156,شجر,39,50,42,1.2820512820512822,35,1,1,2,['شجر'],0.033738191632928474
157,زلل,6,6,5,1.0,6,1,1,2,['زلل'],0.2
158,هبط,10,16,9,1.6,10,1,1,2,['هبط'],0.17777777777777778
159,عدو,91,194,103,2.131868131868132,79,1,1,2,['عدو'],0.023687423687423687
160,قرر,42,66,46,1.5714285714285714,37,1,1,2,['قرر'],0.03832752613240418
161,متع,69,128,79,1.855072463768116,59,1,1,2,['متع'],0.027280477408354646
162,حين,42,56,45,1.3333333333333333,38,1,1,2,['حين'],0.032520325203252036
163,كلم,72,146,80,2.0277777777777777,63,1,1,2,['كلم'],0.028560250391236306
164,توب,64,150,77,2.34375,51,1,1,2,['توب'],0.03720238095238095
165,تبع,136,311,165,2.286764705882353,107,1,1,2,['تبع'],0.016938997821350762
166,خوف,113,230,126,2.0353982300884956,100,1,1,2,['خوف'],0.018173198482932997
167,حزن,37,64,41,1.7297297297297298,32,1,1,2,['حزن'],0.04804804804804805
168,ايي,168,726,206,4.321428571428571,130,1,1,2,['ايي'],0.02587681779298546
169,صحب,82,176,90,2.1463414634146343,73,1,1,2,['صحب'],0.02649804275820536
170,ذكر,157,455,194,2.8980891719745223,120,1,1,2,['ذكر'],0.018577494692144373
171,وفي,57,113,67,1.9824561403508771,46,1,1,2,['وفي'],0.03540100250626566
172,رهب,20,21,20,1.05,19,1,1,2,['رهب'],0.05526315789473684
173,اول,123,291,145,2.3658536585365852,101,1,1,2,['اول'],0.019392243102758895
174,ثمن,20,36,20,1.8,19,1,1,2,['ثمن'],0.09473684210526316
175,قلل,81,129,93,1.5925925925925926,69,1,1,2,['قلل'],0.01990740740740741
176,لبس,30,40,31,1.3333333333333333,29,1,1,2,['لبس'],0.04597701149425287
177,بطل,36,65,41,1.8055555555555556,31,1,1,2,['بطل'],0.051587301587301584
178,زكو,52,107,58,2.0576923076923075,46,1,1,2,['زكو'],0.04034690799396682
179,ركع,11,19,12,1.7272727272727273,10,1,1,2,['ركع'],0.17272727272727273
180,برر,40,56,39,1.4,40,1,1,2,['برر'],0.035897435897435895
181,نسي,43,79,51,1.8372093023255813,35,1,1,2,['نسي'],0.043743078626799554
182,تلو,43,103,49,2.395348837209302,36,1,1,2,['تلو'],0.05703211517165006
183,عقل,31,55,32,1.7741935483870968,29,1,1,2,['عقل'],0.05913978494623656
184,صبر,82,158,97,1.9268292682926829,67,1,1,2,['صبر'],0.023788015657934355
185,خشع,20,24,22,1.2,18,1,1,2,['خشع'],0.06315789473684211
186,ظنن,68,115,76,1.6911764705882353,60,1,1,2,['ظنن'],0.0252414398595259
187,فضل,63,197,74,3.126984126984127,52,1,1,2,['فضل'],0.050435227854582695
188,جزي,82,202,98,2.4634146341463414,66,1,1,2,['جزي'],0.0304125263474857
189,شفع,38,53,39,1.394736842105263,37,1,1,2,['شفع'],0.03769559032716927
190,اخذ,187,474,227,2.53475935828877,147,1,1,2,['اخذ'],0.013627738485423495
191,عدل,37,49,42,1.3243243243243243,32,1,1,2,['عدل'],0.03678678678678678
192,نصر,87,236,103,2.7126436781609193,71,1,1,2,['نصر'],0.031542368350708366
193,نجو,68,142,83,2.088235294117647,53,1,1,2,['نجو'],0.031167690956979806
194,سوم,18,26,18,1.4444444444444444,17,1,1,2,['سوم'],0.08496732026143791
195,سوا,128,329,156,2.5703125,100,1,1,2,['سوا'],0.020238681102362203
196,ذبح,16,18,15,1.125,16,1,1,2,['ذبح'],0.075
197,نسو,75,113,84,1.5066666666666666,66,1,1,2,['نسو'],0.02036036036036036
198,بلو,42,63,47,1.5,37,1,1,2,['بلو'],0.036585365853658534
199,فرق,74,128,91,1.7297297297297298,57,1,1,2,['فرق'],0.023694927804516847
200,بحر,60,81,62,1.35,57,1,1,2,['بحر'],0.02288135593220339
201,غرق,30,38,30,1.2666666666666666,29,1,1,2,['غرق'],0.04367816091954023
202,نظر,89,188,101,2.1123595505617976,77,1,1,2,['نظر'],0.02400408580183861
203,وعد,89,254,109,2.853932584269663,69,1,1,2,['وعد'],0.03243105209397344
204,ربع,29,44,30,1.5172413793103448,27,1,1,2,['ربع'],0.054187192118226604
205,ليل,76,171,85,2.25,66,1,1,2,['ليل'],0.03
206,عجل,50,75,56,1.5,44,1,1,2,['عجل'],0.030612244897959183
207,عفو,40,67,46,1.675,34,1,1,2,['عفو'],0.04294871794871795
208,شكر,47,95,52,2.021276595744681,42,1,1,2,['شكر'],0.04394079555966698
209,برا,34,57,39,1.6764705882352942,29,1,1,2,['برا'],0.05080213903743316
210,قتل,128,299,155,2.3359375,101,1,1,2,['قتل'],0.01839320866141732
211,خير,142,376,180,2.647887323943662,104,1,1,2,['خير'],0.018779342723004695
212,عند,127,383,147,3.015748031496063,106,1,1,2,['عند'],0.023934508186476692
213,راي,199,504,242,2.5326633165829144,156,1,1,2,['راي'],0.012791228871630882
214,جهر,17,30,18,1.7647058823529411,15,1,1,2,['جهر'],0.11029411764705882
215,بعث,52,109,59,2.0961538461538463,44,1,1,2,['بعث'],0.04110105580693816
216,ظلل,52,59,53,1.1346153846153846,51,1,1,2,['ظلل'],0.0222473604826546
217,غمم,15,21,16,1.4,14,1,1,2,['غمم'],0.1
218,منن,27,43,27,1.5925925925925926,26,1,1,2,['منن'],0.06125356125356125
219,سلو,3,5,2,1.6666666666666667,3,1,1,2,['سلو'],0.8333333333333334
220,طيب,53,97,59,1.830188679245283,47,1,1,2,['طيب'],0.03519593613933237
221,دخل,88,219,106,2.4886363636363638,70,1,1,2,['دخل'],0.02860501567398119
222,قري,55,106,63,1.9272727272727272,46,1,1,2,['قري'],0.03569023569023569
223,بوب,23,51,24,2.217391304347826,21,1,1,2,['بوب'],0.1007905138339921
224,حطط,4,4,3,1.0,4,1,1,2,['حطط'],0.3333333333333333
225,غفر,104,430,126,4.134615384615385,82,1,1,2,['غفر'],0.04014189693801344
226,خطا,24,36,26,1.5,21,1,1,2,['خطا'],0.06521739130434782
227,حسن,142,337,165,2.3732394366197185,119,1,1,2,['حسن'],0.01683148536609729
228,بدل,46,74,54,1.608695652173913,38,1,1,2,['بدل'],0.035748792270531404
229,رجز,15,19,14,1.2666666666666666,15,1,1,2,['رجز'],0.09047619047619047
230,سقي,34,43,34,1.2647058823529411,33,1,1,2,['سقي'],0.03832442067736185
231,عصو,12,24,12,2.0,11,1,1,2,['عصو'],0.18181818181818182
232,فجر,30,40,34,1.3333333333333333,26,1,1,2,['فجر'],0.04597701149425287
233,ثني,36,53,40,1.4722222222222223,32,1,1,2,['ثني'],0.04206349206349207
234,عشر,36,47,39,1.3055555555555556,32,1,1,2,['عشر'],0.0373015873015873
235,عين,65,105,71,1.6153846153846154,59,1,1,2,['عين'],0.025240384615384616
236,انس,93,182,101,1.956989247311828,84,1,1,2,['انس'],0.021271622253389435
237,شرب,45,66,47,1.4666666666666666,43,1,1,2,['شرب'],0.03333333333333333
238,عثو,5,10,4,2.0,5,1,1,2,['عثو'],0.5
239,طعم,56,83,61,1.4821428571428572,51,1,1,2,['طعم'],0.026948051948051947
240,وحد,63,131,66,2.0793650793650795,59,1,1,2,['وحد'],0.03353814644137225
241,نبت,25,46,29,1.84,21,1,1,2,['نبت'],0.07666666666666666
242,بقل,3,2,2,0.6666666666666666,3,1,1,2,['بقل'],0.3333333333333333
243,قثا,3,2,2,0.6666666666666666,3,1,1,2,['قثا'],0.3333333333333333
244,فوم,3,2,2,0.6666666666666666,3,1,1,2,['فوم'],0.3333333333333333
245,عدس,3,2,2,0.6666666666666666,3,1,1,2,['عدس'],0.3333333333333333
246,بصل,3,2,2,0.6666666666666666,3,1,1,2,['بصل'],0.3333333333333333
247,دنو,85,254,97,2.988235294117647,72,1,1,2,['دنو'],0.03557422969187675
248,مصر,11,10,10,0.9090909090909091,11,1,1,2,['مصر'],0.09090909090909091
249,سال,103,189,122,1.8349514563106797,84,1,1,2,['سال'],0.017989720159908625
250,ذلل,37,45,40,1.2162162162162162,33,1,1,2,['ذلل'],0.033783783783783786
251,بوا,25,31,26,1.24,23,1,1,2,['بوا'],0.051666666666666666
252,عصي,29,56,34,1.9310344827586208,23,1,1,2,['عصي'],0.06896551724137931
253,هود,20,38,22,1.9,17,1,1,2,['هود'],0.1
254,صبا,4,6,4,1.5,3,1,1,2,['صبا'],0.5
255,اجر,61,204,71,3.3442622950819674,51,1,1,2,['اجر'],0.05573770491803279
256,رفع,30,44,31,1.4666666666666666,28,1,1,2,['رفع'],0.05057471264367816
257,طور,12,18,11,1.5,12,1,1,2,['طور'],0.13636363636363635
258,قوي,39,79,45,2.0256410256410255,33,1,1,2,['قوي'],0.053306342780026994
259,ولي,145,409,180,2.820689655172414,110,1,1,2,['ولي'],0.019588122605363984
260,سبت,12,17,12,1.4166666666666667,11,1,1,2,['سبت'],0.12878787878787878
261,قرد,5,6,4,1.2,5,1,1,2,['قرد'],0.3
262,خسا,6,6,5,1.0,6,1,1,2,['خسا'],0.2
263,نكل,8,8,8,1.0,7,1,1,2,['نكل'],0.14285714285714285
264,بين,236,880,288,3.7288135593220337,184,1,1,2,['بين'],0.015867291741795887
265,يدي,99,237,113,2.393939393939394,85,1,1,2,['يدي'],0.02442795299938157
266,وعظ,30,48,33,1.6,26,1,1,2,['وعظ'],0.05517241379310345
267,بقر,13,18,14,1.3846153846153846,11,1,1,2,['بقر'],0.11538461538461539
268,عوذ,14,32,14,2.2857142857142856,13,1,1,2,['عوذ'],0.17582417582417584
269,جهل,22,34,22,1.5454545454545454,21,1,1,2,['جهل'],0.0735930735930736
270,فرض,20,30,22,1.5,18,1,1,2,['فرض'],0.07894736842105263
271,بكر,13,20,13,1.5384615384615385,12,1,1,2,['بكر'],0.1282051282051282
272,لون,13,18,12,1.3846153846153846,13,1,1,2,['لون'],0.11538461538461539
273,صفر,8,9,7,1.125,8,1,1,2,['صفر'],0.16071428571428573
274,فقع,3,2,2,0.6666666666666666,3,1,1,2,['فقع'],0.3333333333333333
275,سرر,40,76,44,1.9,36,1,1,2,['سرر'],0.04871794871794872
276,ثور,7,9,6,1.2857142857142858,7,1,1,2,['ثور'],0.21428571428571427
277,حرث,23,27,24,1.173913043478261,21,1,1,2,['حرث'],0.0533596837944664
278,سلم,100,210,118,2.1,82,1,1,2,['سلم'],0.021212121212121213
279,وشي,3,2,2,0.6666666666666666,3,1,1,2,['وشي'],0.3333333333333333
280,جيا,152,469,186,3.085526315789474,117,1,1,2,['جيا'],0.02043394911118857
281,درا,8,9,8,1.125,7,1,1,2,['درا'],0.16071428571428573
282,قسو,9,13,9,1.4444444444444444,8,1,1,2,['قسو'],0.18055555555555555
283,شدد,85,187,94,2.2,75,1,1,2,['شدد'],0.02619047619047619
284,شقق,30,47,34,1.5666666666666667,25,1,1,2,['شقق'],0.054022988505747126
285,خشي,48,79,52,1.6458333333333333,44,1,1,2,['خشي'],0.0350177304964539
286,غفل,28,53,29,1.8928571428571428,26,1,1,2,['غفل'],0.0701058201058201
287,طمع,14,18,14,1.2857142857142858,13,1,1,2,['طمع'],0.0989010989010989
288,حرف,10,12,9,1.2,10,1,1,2,['حرف'],0.13333333333333333
289,حدث,43,63,44,1.4651162790697674,41,1,1,2,['حدث'],0.03488372093023256
290,فتح,40,63,44,1.575,36,1,1,2,['فتح'],0.04038461538461539
291,حجج,36,58,41,1.6111111111111112,30,1,1,2,['حجج'],0.046031746031746035
292,علن,12,25,13,2.0833333333333335,10,1,1,2,['علن'],0.1893939393939394
293,امم,101,224,121,2.217821782178218,81,1,1,2,['امم'],0.022178217821782177
294,مني,25,33,27,1.32,23,1,1,2,['مني'],0.055
295,كسب,53,109,58,2.056603773584906,48,1,1,2,['كسب'],0.03955007256894049
296,مسس,56,106,63,1.8928571428571428,48,1,1,2,['مسس'],0.03441558441558441
297,ولد,76,184,84,2.4210526315789473,68,1,1,2,['ولد'],0.032280701754385965
298,يتم,24,42,27,1.75,20,1,1,2,['يتم'],0.07608695652173914
299,دور,59,100,64,1.694915254237288,54,1,1,2,['دور'],0.029222676797194622
300,ظهر,79,106,86,1.3417721518987342,71,1,1,2,['ظهر'],0.0172022070756248
301,اثم,50,84,58,1.68,42,1,1,2,['اثم'],0.03428571428571429
302,اسر,12,11,11,0.9166666666666666,12,1,1,2,['اسر'],0.08333333333333333
303,فدي,21,25,20,1.1904761904761905,21,1,1,2,['فدي'],0.05952380952380952
304,حرم,73,152,85,2.0821917808219177,61,1,1,2,['حرم'],0.0289193302891933
305,خزي,28,49,31,1.75,24,1,1,2,['خزي'],0.06481481481481481
306,ردد,69,107,73,1.5507246376811594,64,1,1,2,['ردد'],0.02280477408354646
307,خفف,20,29,22,1.45,17,1,1,2,['خفف'],0.07631578947368421
308,قفو,7,7,6,1.0,7,1,1,2,['قفو'],0.16666666666666666
309,رسل,211,873,273,4.137440758293839,149,1,1,2,['رسل'],0.01970209884901828
310,ايد,15,22,15,1.4666666666666666,14,1,1,2,['ايد'],0.10476190476190476
311,روح,58,109,65,1.8793103448275863,51,1,1,2,['روح'],0.03297035692679976
312,هوي,34,67,35,1.9705882352941178,32,1,1,2,['هوي'],0.059714795008912656
313,غلف,4,4,3,1.0,4,1,1,2,['غلف'],0.3333333333333333
314,لعن,34,71,39,2.088235294117647,29,1,1,2,['لعن'],0.06327985739750445
315,عرف,73,128,83,1.7534246575342465,63,1,1,2,['عرف'],0.0243531202435312
316,باس,75,145,82,1.9333333333333333,67,1,1,2,['باس'],0.026126126126126126
317,بغي,92,181,108,1.9673913043478262,75,1,1,2,['بغي'],0.021619684663162924
318,هون,16,36,15,2.25,16,1,1,2,['هون'],0.15
319,وري,43,58,44,1.3488372093023255,41,1,1,2,['وري'],0.03211517165005537
320,خلص,20,51,22,2.55,18,1,1,2,['خلص'],0.13421052631578947
321,ابد,32,51,32,1.59375,31,1,1,2,['ابد'],0.05141129032258065
322,قدم,48,80,50,1.6666666666666667,45,1,1,2,['قدم'],0.03546099290780142
323,وجد,116,199,129,1.7155172413793103,102,1,1,2,['وجد'],0.014917541229385307
324,حرص,8,9,8,1.125,7,1,1,2,['حرص'],0.16071428571428573
325,شرك,102,276,123,2.7058823529411766,81,1,1,2,['شرك'],0.026790914385556204
326,ودد,33,47,36,1.4242424242424243,29,1,1,2,['ودد'],0.04450757575757576
327,احد,88,148,99,1.6818181818181819,76,1,1,2,['احد'],0.019331243469174503
328,عمر,29,43,33,1.4827586206896552,25,1,1,2,['عمر'],0.05295566502463054
329,الف,29,41,29,1.4137931034482758,28,1,1,2,['الف'],0.050492610837438424
